# SHOT START
# legend_version=4
# time_base=ms_since_boot
# units: pressure=bar, flow=ml_s, output=percent, derivative=bar_s
# raw_p = raw pressure sensor reading
# flt_p = filtered pressure used by controller
# sp_raw = raw incoming pressure setpoint currently held by the profile engine
# sp_flt = filtered pressure setpoint actually used internally by the controller
# sp_recipe = visual recipe reference; ideal profile target for display/comparison
# sp_ctrl = control reference after internal conditioning; command seen by control logic
# sp_flt_d = derivative of filtered pressure setpoint
# ctrl_out = final controller output command in percent
# pump_duty = internal normalized pressure-branch duty estimate
# pump_flow = estimated pump flow
# coffee_flow = estimated outflow through puck / coffee flow
# u_raw = pressure branch output after clamp and before final slew limiter
# u_applied = pressure branch output after final slew limiter
# u_delta = u_raw - u_applied; limiter intervention magnitude
# limiter_active_up = 1 when rise slew limiter is active
# limiter_active_down = 1 when drop slew limiter is active
# error_integral = integral state of legacy pressure controller
# u_unclamped_raw = controller output before 0..100 clamp
# u_clamped_raw = controller output after 0..100 clamp and before slew limiter
# u_clamp_delta = u_unclamped_raw - u_clamped_raw
# clamp_active_high = 1 when output was clipped by upper clamp
# clamp_active_low = 1 when output was clipped by lower clamp
# u_fb = legacy pressure feedback contribution
# u_ff_hold = static feedforward contribution
# u_ff_dyn = dynamic feedforward contribution
# u_ff_dyn_raw = raw dynamic feedforward request before FF-path LPF and slew limiting
# ff_pressure_w = pressure-window weight applied to dynamic FF
# ff_above_w = above-target suppression weight applied to dynamic FF
# ff_gamma = ramp-dependent gamma multiplier applied to dynamic FF
# u_ff_total = total feedforward contribution
# ramp_hold_active = 1 when the downstream drop-rate hold is active during ramp-up
# drop_rate_active = active downstream output drop-rate cap in percent per second
# mpc_shadow_enabled = 1 when shadow MPC is being computed in parallel
# mpc_u_shadow = total output suggested by shadow MPC; not applied to actuator in shadow stage
# mpc_u_ss = steady-state component suggested by shadow MPC
# mpc_u_trim = corrective trim component suggested by shadow MPC
# mpc_p1_pred = one-step pressure prediction from shadow MPC model
# mpc_pn_pred = terminal pressure prediction at end of shadow MPC horizon
# mpc_qout_est = estimated outflow / load used by shadow MPC model
# mpc_qout_raw = instantaneous outflow / load estimate before shadow-MPC LPF
# mpc_residual = measured minus predicted pressure residual for shadow MPC
# mpc_residual_bias = low-pass residual bias term added to shadow predictions
# mpc_cost = shadow MPC objective value
# power_cmd = floating-point power command sent to pump stage before integer quantization
# power_psm_quantized = integer power actually sent to PSM
# power_quant_residual = sigma-delta residual kept for next quantization step
# tach_period_us = measured time between valid tach pulses in microseconds
# tach_rpm_inst = instantaneous RPM derived from tach_period_us and pulses-per-revolution
# tach_rpm_ema = exponentially filtered published RPM intended for easier visual analysis
# tach_rpm_count_window = RPM derived from ISR-accepted pulse counts over a fixed time window
# tach_rpm_count_window_pcnt_raw = RPM derived from raw PCNT hardware counts over the same window (diagnostic only)
# tach_pcnt_ratio = raw PCNT pulse count divided by ISR-accepted pulse count in the current window
# tach_rpm_pub = RPM value selected for operational use after comparing period and count-window estimates
# tach_quality_ok = 1 when period and count-window RPM agree within tolerance
# tach_rpm_source = 0=none, 1=period branch, 2=count-window fallback
# tach_pulse_count = total number of valid tach pulses seen since the last reset
# tach_glitch_rejects = number of tach edges rejected as implausibly fast glitches or plausibility failures
# tach_pcnt_healthy = 1 when raw PCNT windows have matched ISR-accepted windows for multiple consecutive updates
# tach_capture_enabled_cfg = 1 when MCPWM capture is enabled by configuration
# tach_capture_init_ok = 1 when MCPWM capture initialized successfully
# tach_capture_active = 1 after MCPWM capture has observed events in this run
# tach_capture_event_count = number of capture ISR events seen since last reset
# tach_capture_last_period_us = most recent MCPWM capture period converted to microseconds
# tach_capture_last_edge = last capture edge enum reported by MCPWM
# tach_timeout = 1 when no recent tach pulse is available and RPM is forced to zero
ms,raw_p,flt_p,sp_raw,sp_flt,sp_recipe,sp_ctrl,sp_flt_d,ctrl_out,pump_duty,pump_flow,coffee_flow,u_raw,u_applied,u_delta,limiter_active_up,limiter_active_down,error_integral,u_unclamped_raw,u_clamped_raw,u_clamp_delta,clamp_active_high,clamp_active_low,u_fb,u_ff_hold,u_ff_dyn,u_ff_dyn_raw,ff_pressure_w,ff_above_w,ff_gamma,u_ff_total,ramp_hold_active,drop_rate_active,mpc_shadow_enabled,mpc_u_shadow,mpc_u_ss,mpc_u_trim,mpc_p1_pred,mpc_pn_pred,mpc_qout_est,mpc_qout_raw,mpc_residual,mpc_residual_bias,mpc_cost,power_cmd,power_psm_quantized,power_quant_residual,tach_period_us,tach_rpm_inst,tach_rpm_ema,tach_rpm_count_window,tach_rpm_count_window_pcnt_raw,tach_pcnt_ratio,tach_rpm_pub,tach_quality_ok,tach_rpm_source,tach_pulse_count,tach_glitch_rejects,tach_pcnt_healthy,tach_capture_enabled_cfg,tach_capture_init_ok,tach_capture_active,tach_capture_event_count,tach_capture_last_period_us,tach_capture_last_edge,tach_timeout
41842,8.996,8.996,9.000,9.000,9.000,9.000,0.000,62.33,0.6233,3.949,3.949,62.33,62.33,0.00,0,0,-3.11418,62.33,62.33,0.00,0,0,62.33,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.41,62.38,0.02,8.996,8.996,3.959,3.982,-0.000,-0.000,0.000,62.33,62,-0.1154,12006,2498.75,2666.01,2636.22,4633.37,1.758,2636.22,0,2,1843,104895,0,1,1,1,106685,1674,1,0
41942,8.983,8.987,9.000,9.000,9.000,9.000,0.000,62.46,0.6246,3.952,3.949,62.46,62.46,0.00,0,0,-3.11487,62.46,62.46,0.00,0,0,62.46,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.65,62.57,0.08,8.986,8.985,3.976,4.051,-0.003,-0.000,0.002,62.46,63,-0.2433,7446,4029.01,2655.29,2636.22,4633.37,1.758,2636.22,0,2,1851,105401,0,1,1,1,107199,3130,1,0
42045,9.007,9.003,9.000,9.000,9.000,9.000,0.000,62.25,0.6225,3.951,3.949,62.25,62.25,0.00,0,0,-3.11479,62.25,62.25,0.00,0,0,62.25,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.34,62.36,-0.02,9.004,9.004,3.961,3.892,0.004,0.000,0.000,62.25,62,0.3159,7888,3803.25,2662.95,2636.22,4633.37,1.758,2636.22,0,2,1860,105892,0,1,1,1,107699,2899,1,0
42180,9.019,9.016,9.000,9.000,9.000,9.000,0.000,62.08,0.6208,3.947,3.949,62.08,62.08,0.00,0,0,-3.11394,62.08,62.08,0.00,0,0,62.08,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,61.93,62.03,-0.10,9.016,9.018,3.929,3.809,0.003,0.001,0.003,62.08,62,-0.1729,8182,3666.59,2649.91,2636.22,4633.37,1.758,2636.22,0,2,1873,106676,0,1,1,1,108496,1668,1,0
42281,8.973,8.987,9.000,9.000,9.000,9.000,0.000,62.45,0.6245,3.949,3.949,62.45,62.45,0.00,0,0,-3.11427,62.45,62.45,0.00,0,0,62.45,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.45,62.37,0.08,8.987,8.986,3.948,4.087,-0.016,-0.001,0.002,62.45,63,-0.4719,7191,4171.88,2590.15,2483.91,4290.39,1.727,2483.91,0,2,1881,107161,0,1,1,1,108988,705,1,0
42422,9.009,9.003,9.000,9.000,9.000,9.000,0.000,62.26,0.6226,3.951,3.949,62.26,62.26,0.00,0,0,-3.11491,62.26,62.26,0.00,0,0,62.26,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.32,62.33,-0.02,9.003,9.002,3.958,3.899,0.006,0.000,0.000,62.26,62,-0.0222,7007,4281.43,2527.43,2483.91,4290.39,1.727,2483.91,0,2,1894,107842,0,1,1,1,109682,2813,1,0
42563,9.019,9.010,9.000,9.000,9.000,9.000,0.000,62.18,0.6218,3.950,3.950,62.18,62.18,0.00,0,0,-3.11482,62.18,62.18,0.00,0,0,62.18,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.15,62.21,-0.06,9.010,9.010,3.946,3.846,0.010,0.000,0.001,62.18,62,-0.1569,9064,3309.80,2506.19,2483.91,4290.39,1.727,2483.91,0,2,1907,108546,0,1,1,1,110399,1189,1,0
42697,9.012,9.001,9.000,9.000,9.000,9.000,0.000,62.29,0.6229,3.951,3.950,62.29,62.29,0.00,0,0,-3.11504,62.29,62.29,0.00,0,0,62.29,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.30,62.31,-0.01,9.001,9.001,3.952,3.928,0.012,0.000,0.000,62.29,62,-0.1724,7961,3768.37,2618.88,2737.10,3519.14,1.286,2737.10,0,2,1920,109259,0,1,1,1,111124,3444,1,0
42803,9.005,9.002,9.000,9.000,9.000,9.000,0.000,62.27,0.6227,3.951,3.950,62.27,62.27,0.00,0,0,-3.11500,62.27,62.27,0.00,0,0,62.27,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.26,62.27,-0.01,9.002,9.002,3.948,3.922,0.003,0.000,0.000,62.27,62,0.4130,10321,2906.70,2661.44,2737.10,3519.14,1.286,2737.10,0,2,1929,109772,0,1,1,1,111646,4123,1,0
42939,9.019,9.012,9.000,9.000,9.000,9.000,0.000,62.15,0.6215,3.949,3.950,62.15,62.15,0.00,0,0,-3.11471,62.15,62.15,0.00,0,0,62.15,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.05,62.12,-0.07,9.012,9.013,3.937,3.841,0.008,0.000,0.001,62.15,62,0.1921,7085,4234.30,2698.36,2737.10,3519.14,1.286,2737.10,0,2,1942,110362,0,1,1,1,112249,2730,1,0
43079,8.980,8.987,9.000,9.000,9.000,9.000,0.000,62.46,0.6246,3.951,3.950,62.46,62.46,0.00,0,0,-3.11498,62.46,62.46,0.00,0,0,62.46,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.50,62.42,0.08,8.987,8.986,3.954,4.074,-0.008,-0.001,0.001,62.46,62,0.1826,9958,3012.65,2812.52,2876.47,4154.90,1.444,3012.65,1,1,1955,111092,0,1,1,1,112991,3418,1,0
43214,8.986,8.994,9.000,9.000,9.000,9.000,0.000,62.38,0.6238,3.951,3.950,62.38,62.38,0.00,0,0,-3.11508,62.38,62.38,0.00,0,0,62.38,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.42,62.38,0.04,8.993,8.993,3.955,4.005,-0.009,-0.000,0.000,62.38,62,0.1231,8357,3589.80,2843.73,2876.47,4154.90,1.444,2876.47,0,2,1967,111854,0,1,1,1,113765,4834,1,0
43316,9.030,9.020,9.000,9.000,9.000,9.000,0.000,62.04,0.6204,3.947,3.950,62.04,62.04,0.00,0,0,-3.11424,62.04,62.04,0.00,0,0,62.04,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,61.87,61.99,-0.12,9.020,9.022,3.927,3.775,0.011,0.001,0.004,62.04,62,0.3566,8185,3665.24,2855.51,2876.47,4154.90,1.444,2876.47,0,2,1976,112248,0,1,1,1,114168,4497,1,0
43416,8.971,8.994,9.000,9.000,9.000,9.000,0.000,62.35,0.6235,3.946,3.949,62.35,62.35,0.00,0,0,-3.11385,62.35,62.35,0.00,0,0,62.35,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.21,62.17,0.04,8.994,8.994,3.928,4.047,-0.026,-0.000,0.001,62.35,63,-0.2526,12171,2464.88,2771.78,2622.93,4451.03,1.697,2622.93,0,2,1984,112735,0,1,1,1,114662,1741,1,0
43517,9.016,9.006,9.000,9.000,9.000,9.000,0.000,62.22,0.6222,3.951,3.950,62.22,62.22,0.00,0,0,-3.11511,62.22,62.22,0.00,0,0,62.22,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.26,62.30,-0.04,9.006,9.006,3.955,3.870,0.011,0.000,0.000,62.22,62,-0.2089,9188,3265.13,2633.16,2622.93,4451.03,1.697,2622.93,0,2,1992,113327,0,1,1,1,115262,7453,1,0
43621,9.005,9.003,9.000,9.000,9.000,9.000,0.000,62.26,0.6226,3.951,3.950,62.26,62.26,0.00,0,0,-3.11500,62.26,62.26,0.00,0,0,62.26,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.25,62.27,-0.02,9.003,9.003,3.949,3.913,0.003,-0.000,0.000,62.26,62,0.3486,13948,2150.85,2629.47,2622.93,4451.03,1.697,2622.93,0,2,1999,113805,0,1,1,1,115747,2489,1,0
43755,9.004,9.010,9.000,9.000,9.000,9.000,0.000,62.16,0.6216,3.946,3.950,62.16,62.16,0.00,0,0,-3.11405,62.16,62.16,0.00,0,0,62.16,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,61.98,62.04,-0.06,9.010,9.011,3.924,3.885,-0.007,0.000,0.001,62.16,62,0.1170,7549,3974.04,2604.71,2518.46,4800.81,1.906,2518.46,0,2,2012,114520,0,1,1,1,116475,5852,1,0
43859,8.974,8.984,9.000,9.000,9.000,9.000,0.000,62.49,0.6249,3.949,3.949,62.49,62.49,0.00,0,0,-3.11466,62.49,62.49,0.00,0,0,62.49,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.52,62.43,0.10,8.984,8.982,3.953,4.109,-0.011,-0.001,0.002,62.49,63,-0.0547,11159,2688.41,2573.66,2518.46,4800.81,1.906,2518.46,0,2,2021,114984,0,1,1,1,116947,3647,1,0
43993,9.006,9.004,9.000,9.000,9.000,9.000,0.000,62.24,0.6224,3.948,3.949,62.24,62.24,0.00,0,0,-3.11435,62.24,62.24,0.00,0,0,62.24,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.21,62.23,-0.02,9.004,9.003,3.944,3.921,0.003,-0.000,0.000,62.24,63,-0.3154,12370,2425.22,2513.16,2518.46,4800.81,1.906,2425.22,1,1,2033,115746,0,1,1,1,117721,1728,1,0
44094,9.021,9.017,9.000,9.000,9.000,9.000,0.000,62.06,0.6206,3.944,3.949,62.06,62.06,0.00,0,0,-3.11349,62.06,62.06,0.00,0,0,62.06,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,61.87,61.97,-0.10,9.017,9.018,3.921,3.820,0.005,0.001,0.003,62.06,62,-0.1209,9316,3220.27,2515.06,2518.46,4800.81,1.906,2518.46,0,2,2041,116200,0,1,1,1,118183,1657,1,0
44228,8.978,8.989,9.000,9.000,9.000,9.000,0.000,62.40,0.6240,3.945,3.949,62.40,62.40,0.00,0,0,-3.11340,62.40,62.40,0.00,0,0,62.40,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.37,62.30,0.07,8.989,8.987,3.941,4.087,-0.012,-0.001,0.001,62.40,63,-0.3678,7614,3940.11,2504.61,2493.63,4458.31,1.788,2493.63,0,2,2053,117001,0,1,1,1,118995,5018,1,0
44367,9.016,9.008,9.000,9.000,9.000,9.000,0.000,62.17,0.6217,3.946,3.949,62.17,62.17,0.00,0,0,-3.11342,62.17,62.17,0.00,0,0,62.17,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.15,62.20,-0.05,9.008,9.007,3.946,3.885,0.009,0.000,0.000,62.17,62,0.4515,7719,3886.51,2499.25,2493.63,4458.31,1.788,2493.63,0,2,2068,117681,0,1,1,1,119690,2328,1,0
44505,9.021,9.015,9.000,9.000,9.000,9.000,0.000,62.07,0.6207,3.943,3.948,62.07,62.07,0.00,0,0,-3.11265,62.07,62.07,0.00,0,0,62.07,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,61.93,62.02,-0.09,9.015,9.016,3.928,3.838,0.006,0.000,0.002,62.07,62,-0.0819,9693,3095.02,2616.79,3170.79,4713.34,1.486,3095.02,1,1,2082,118459,0,1,1,1,120482,2795,1,0
44608,8.987,8.999,9.000,9.000,9.000,9.000,0.000,62.23,0.6223,3.938,3.947,62.23,62.23,0.00,0,0,-3.11111,62.23,62.23,0.00,0,0,62.23,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.07,62.06,0.00,8.999,8.999,3.922,4.019,-0.014,-0.000,0.000,62.23,62,0.4334,10335,2902.76,3005.31,3170.79,4713.34,1.486,3170.79,0,2,2090,118958,0,1,1,1,120988,3193,1,0
44742,9.000,9.008,9.000,9.000,9.000,9.000,0.000,62.10,0.6210,3.936,3.946,62.10,62.10,0.00,0,0,-3.11010,62.10,62.10,0.00,0,0,62.10,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,61.90,61.95,-0.05,9.009,9.009,3.917,3.935,-0.009,0.000,0.001,62.10,62,-0.3553,8005,3747.66,3086.07,3170.79,4713.34,1.486,3170.79,0,2,2104,119655,0,1,1,1,121699,4435,1,0
44882,9.003,8.995,9.000,9.000,9.000,9.000,0.000,62.27,0.6227,3.941,3.946,62.27,62.27,0.00,0,0,-3.11084,62.27,62.27,0.00,0,0,62.27,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.38,62.35,0.03,8.995,8.993,3.959,4.011,0.008,-0.000,0.000,62.27,63,-0.4164,6663,4502.48,3071.24,2889.93,4334.89,1.500,2889.93,0,2,2118,120393,0,1,1,1,122451,5120,1,0
45017,9.001,8.998,9.000,9.000,9.000,9.000,0.000,62.25,0.6225,3.943,3.946,62.25,62.25,0.00,0,0,-3.11113,62.25,62.25,0.00,0,0,62.25,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.40,62.39,0.02,8.997,8.996,3.966,3.968,0.004,-0.000,0.000,62.25,62,0.3655,7607,3943.74,2982.76,2889.93,4334.89,1.500,2889.93,0,2,2131,121113,0,1,1,1,123183,2806,1,0
45119,9.027,9.020,9.000,9.000,9.000,9.000,0.000,61.96,0.6196,3.939,3.945,61.96,61.96,0.00,0,0,-3.11016,61.96,61.96,0.00,0,0,61.96,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,61.87,61.99,-0.12,9.020,9.021,3.933,3.780,0.008,0.001,0.004,61.96,62,0.3842,8864,3384.48,2949.34,2889.93,4334.89,1.500,2889.93,0,2,2141,121608,0,1,1,1,123688,7576,1,0
45256,9.014,9.006,9.000,9.000,9.000,9.000,0.000,62.12,0.6212,3.939,3.945,62.12,62.12,0.00,0,0,-3.10985,62.12,62.12,0.00,0,0,62.12,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.07,62.11,-0.04,9.006,9.006,3.937,3.916,0.009,0.000,0.000,62.12,62,-0.1473,8449,3550.72,2894.46,2787.40,4937.68,1.771,2787.40,0,2,2153,122340,0,1,1,1,124432,5129,1,0
45396,8.994,8.998,9.000,9.000,9.000,9.000,0.000,62.23,0.6223,3.940,3.944,62.23,62.23,0.00,0,0,-3.10986,62.23,62.23,0.00,0,0,62.23,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.26,62.24,0.02,8.997,8.996,3.947,3.989,-0.004,-0.000,0.000,62.23,62,0.4463,6555,4576.66,2831.50,2787.40,4937.68,1.771,2787.40,0,2,2167,123018,0,1,1,1,125123,4673,1,0
45533,9.011,9.011,9.000,9.000,9.000,9.000,0.000,62.04,0.6204,3.936,3.944,62.04,62.04,0.00,0,0,-3.10863,62.04,62.04,0.00,0,0,62.04,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,61.89,61.96,-0.07,9.011,9.013,3.922,3.883,-0.000,0.000,0.001,62.04,62,-0.1319,9326,3216.81,2801.85,2787.40,4937.68,1.771,2787.40,0,2,2181,123738,0,1,1,1,125857,3015,1,0
45636,9.000,9.002,9.000,9.000,9.000,9.000,0.000,62.15,0.6215,3.936,3.943,62.15,62.15,0.00,0,0,-3.10848,62.15,62.15,0.00,0,0,62.15,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.07,62.08,-0.01,9.002,9.002,3.930,3.971,-0.002,0.000,0.000,62.15,62,0.1433,7253,4136.22,2828.89,2948.61,4383.08,1.486,2948.61,0,2,2190,124207,0,1,1,1,126335,3068,1,0
45736,9.014,9.013,9.000,9.000,9.000,9.000,0.000,62.00,0.6200,3.934,3.943,62.00,62.00,0.00,0,0,-3.10778,62.00,62.00,0.00,0,0,62.00,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,61.84,61.92,-0.08,9.013,9.014,3.920,3.873,0.002,0.000,0.002,62.00,62,0.1741,6873,4364.91,2871.99,2948.61,4383.08,1.486,2948.61,0,2,2201,124675,0,1,1,1,126813,3006,1,0
45872,9.015,9.007,9.000,9.000,9.000,9.000,0.000,62.06,0.6206,3.934,3.942,62.06,62.06,0.00,0,0,-3.10741,62.06,62.06,0.00,0,0,62.06,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,61.98,62.03,-0.04,9.007,9.007,3.929,3.922,0.009,0.000,0.000,62.06,62,0.4733,9311,3222.00,2925.16,2948.61,4383.08,1.486,2948.61,0,2,2214,125441,0,1,1,1,127592,1780,1,0
46011,8.999,9.000,9.000,9.000,9.000,9.000,0.000,62.14,0.6214,3.934,3.942,62.14,62.14,0.00,0,0,-3.10695,62.14,62.14,0.00,0,0,62.14,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.10,62.10,0.00,9.000,8.999,3.934,3.987,-0.001,-0.000,0.000,62.14,62,-0.3024,7745,3873.47,2934.65,2938.82,4447.95,1.514,2938.82,0,2,2227,126160,0,1,1,1,128324,2449,1,0
46148,9.022,9.018,9.000,9.000,9.000,9.000,0.000,61.89,0.6189,3.930,3.941,61.89,61.89,0.00,0,0,-3.10579,61.89,61.89,0.00,0,0,61.89,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,61.71,61.82,-0.11,9.018,9.020,3.914,3.829,0.004,0.001,0.003,61.89,62,-0.4037,9842,3048.16,2935.44,2938.82,4447.95,1.514,3048.16,1,1,2240,126899,0,1,1,1,129075,6538,1,0
46249,9.014,9.014,9.000,9.000,9.000,9.000,0.000,61.92,0.6192,3.928,3.940,61.92,61.92,0.00,0,0,-3.10485,61.92,61.92,0.00,0,0,61.92,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,61.73,61.81,-0.09,9.014,9.015,3.910,3.877,-0.000,0.000,0.002,61.92,62,-0.4781,6821,4398.18,2927.18,2938.82,4447.95,1.514,2938.82,0,2,2253,127705,0,1,1,1,129894,5201,1,0
46383,8.987,8.999,9.000,9.000,9.000,9.000,0.000,62.10,0.6210,3.927,3.939,62.10,62.10,0.00,0,0,-3.10407,62.10,62.10,0.00,0,0,62.10,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,61.99,61.97,0.01,8.998,8.997,3.920,4.029,-0.012,-0.000,0.000,62.10,62,0.4457,7307,4105.65,2918.78,2868.44,4541.70,1.583,2868.44,0,2,2263,128134,0,1,1,1,130333,2811,1,0
46522,9.008,9.006,9.000,9.000,9.000,9.000,0.000,62.01,0.6201,3.929,3.938,62.01,62.01,0.00,0,0,-3.10414,62.01,62.01,0.00,0,0,62.01,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.03,62.06,-0.03,9.006,9.004,3.939,3.922,0.002,-0.000,0.000,62.01,62,-0.2663,10473,2864.51,2887.57,2868.44,4541.70,1.583,2864.51,1,1,2276,128865,0,1,1,1,131076,4580,1,0
46622,8.999,9.001,9.000,9.000,9.000,9.000,0.000,62.07,0.6207,3.930,3.938,62.07,62.07,0.00,0,0,-3.10401,62.07,62.07,0.00,0,0,62.07,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.11,62.12,-0.00,9.001,9.000,3.942,3.965,-0.002,-0.000,0.000,62.07,62,-0.1611,9107,3294.17,2880.68,2868.44,4541.70,1.583,2868.44,0,2,2286,129260,0,1,1,1,131481,1672,1,0
46723,9.013,9.012,9.000,9.000,9.000,9.000,0.000,61.92,0.6192,3.928,3.937,61.92,61.92,0.00,0,0,-3.10337,61.92,61.92,0.00,0,0,61.92,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,61.87,61.94,-0.07,9.012,9.011,3.928,3.871,0.002,0.000,0.001,61.92,62,-0.2841,11661,2572.68,2876.28,2868.44,4541.70,1.583,2868.44,0,2,2294,129798,0,1,1,1,132027,2807,1,0
46857,9.009,9.002,9.000,9.000,9.000,9.000,0.000,62.05,0.6205,3.929,3.937,62.05,62.05,0.00,0,0,-3.10329,62.05,62.05,0.00,0,0,62.05,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.09,62.09,-0.01,9.001,9.000,3.941,3.953,0.008,-0.000,0.000,62.05,62,-0.1205,6963,4308.49,2763.35,2644.88,4534.07,1.714,2644.88,0,2,2306,130483,0,1,1,1,132723,4269,1,0
46961,9.003,9.008,9.000,9.000,9.000,9.000,0.000,61.96,0.6196,3.928,3.936,61.96,61.96,0.00,0,0,-3.10266,61.96,61.96,0.00,0,0,61.96,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,61.91,61.95,-0.05,9.008,9.007,3.928,3.906,-0.006,0.000,0.000,61.96,62,-0.2698,10735,2794.60,2720.70,2644.88,4534.07,1.714,2644.88,0,2,2316,130949,0,1,1,1,133199,1893,1,0
47096,9.024,9.017,9.000,9.000,9.000,9.000,0.000,61.81,0.6181,3.923,3.935,61.81,61.81,0.00,0,0,-3.10130,61.81,61.81,0.00,0,0,61.81,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,61.61,61.71,-0.11,9.018,9.019,3.905,3.838,0.007,0.001,0.003,61.81,62,0.2681,8182,3666.59,2698.00,2644.88,4534.07,1.714,2644.88,0,2,2330,131714,0,1,1,1,133978,2073,1,0
47201,8.977,8.997,9.000,9.000,9.000,9.000,0.000,62.05,0.6205,3.923,3.935,62.05,62.05,0.00,0,0,-3.10080,62.05,62.05,0.00,0,0,62.05,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,61.92,61.90,0.02,8.997,8.996,3.912,4.040,-0.023,-0.001,0.000,62.05,62,0.0903,9348,3209.24,2760.44,2871.45,4546.46,1.583,2871.45,0,2,2339,132163,0,1,1,1,134435,5206,1,0
47336,9.023,9.018,9.000,9.000,9.000,9.000,0.000,61.77,0.6177,3.920,3.934,61.77,61.77,0.00,0,0,-3.09967,61.77,61.77,0.00,0,0,61.77,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,61.57,61.68,-0.11,9.018,9.019,3.904,3.838,0.006,0.000,0.003,61.77,62,-0.3684,7316,4100.60,2818.95,2871.45,4546.46,1.583,2871.45,0,2,2352,132895,0,1,1,1,135180,2044,1,0
47439,9.003,9.006,9.000,9.000,9.000,9.000,0.000,61.91,0.6191,3.920,3.933,61.91,61.91,0.00,0,0,-3.09921,61.91,61.91,0.00,0,0,61.91,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,61.78,61.81,-0.03,9.006,9.005,3.911,3.955,-0.004,-0.000,0.000,61.91,61,0.4110,6830,4392.39,2837.85,2871.45,4546.46,1.583,2871.45,0,2,2362,133365,0,1,1,1,135660,4917,1,0
47539,9.017,9.014,9.000,9.000,9.000,9.000,0.000,61.79,0.6179,3.918,3.932,61.79,61.79,0.00,0,0,-3.09843,61.79,61.79,0.00,0,0,61.79,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,61.62,61.71,-0.09,9.014,9.014,3.906,3.874,0.003,0.000,0.002,61.79,62,0.0337,9293,3228.24,2888.58,3064.62,4321.91,1.410,3064.62,0,2,2373,133878,0,1,1,1,136184,989,1,0
