# SHOT START
# legend_version=4
# time_base=ms_since_boot
# units: pressure=bar, flow=ml_s, output=percent, derivative=bar_s
# raw_p = raw pressure sensor reading
# flt_p = filtered pressure used by controller
# sp_raw = raw incoming pressure setpoint currently held by the profile engine
# sp_flt = filtered pressure setpoint actually used internally by the controller
# sp_recipe = visual recipe reference; ideal profile target for display/comparison
# sp_ctrl = control reference after internal conditioning; command seen by control logic
# sp_flt_d = derivative of filtered pressure setpoint
# ctrl_out = final controller output command in percent
# pump_duty = internal normalized pressure-branch duty estimate
# pump_flow = estimated pump flow
# coffee_flow = estimated outflow through puck / coffee flow
# u_raw = pressure branch output after clamp and before final slew limiter
# u_applied = pressure branch output after final slew limiter
# u_delta = u_raw - u_applied; limiter intervention magnitude
# limiter_active_up = 1 when rise slew limiter is active
# limiter_active_down = 1 when drop slew limiter is active
# error_integral = integral state of legacy pressure controller
# u_unclamped_raw = controller output before 0..100 clamp
# u_clamped_raw = controller output after 0..100 clamp and before slew limiter
# u_clamp_delta = u_unclamped_raw - u_clamped_raw
# clamp_active_high = 1 when output was clipped by upper clamp
# clamp_active_low = 1 when output was clipped by lower clamp
# u_fb = legacy pressure feedback contribution
# u_ff_hold = static feedforward contribution
# u_ff_dyn = dynamic feedforward contribution
# u_ff_dyn_raw = raw dynamic feedforward request before FF-path LPF and slew limiting
# ff_pressure_w = pressure-window weight applied to dynamic FF
# ff_above_w = above-target suppression weight applied to dynamic FF
# ff_gamma = ramp-dependent gamma multiplier applied to dynamic FF
# u_ff_total = total feedforward contribution
# ramp_hold_active = 1 when the downstream drop-rate hold is active during ramp-up
# drop_rate_active = active downstream output drop-rate cap in percent per second
# mpc_shadow_enabled = 1 when shadow MPC is being computed in parallel
# mpc_u_shadow = total output suggested by shadow MPC; not applied to actuator in shadow stage
# mpc_u_ss = steady-state component suggested by shadow MPC
# mpc_u_trim = corrective trim component suggested by shadow MPC
# mpc_p1_pred = one-step pressure prediction from shadow MPC model
# mpc_pn_pred = terminal pressure prediction at end of shadow MPC horizon
# mpc_qout_est = estimated outflow / load used by shadow MPC model
# mpc_qout_raw = instantaneous outflow / load estimate before shadow-MPC LPF
# mpc_residual = measured minus predicted pressure residual for shadow MPC
# mpc_residual_bias = low-pass residual bias term added to shadow predictions
# mpc_cost = shadow MPC objective value
# power_cmd = floating-point power command sent to pump stage before integer quantization
# power_psm_quantized = integer power actually sent to PSM
# power_quant_residual = sigma-delta residual kept for next quantization step
# tach_period_us = measured time between valid tach pulses in microseconds
# tach_rpm_inst = instantaneous RPM derived from tach_period_us and pulses-per-revolution
# tach_rpm_ema = exponentially filtered published RPM intended for easier visual analysis
# tach_rpm_count_window = RPM derived from ISR-accepted pulse counts over a fixed time window
# tach_rpm_count_window_pcnt_raw = RPM derived from raw PCNT hardware counts over the same window (diagnostic only)
# tach_pcnt_ratio = raw PCNT pulse count divided by ISR-accepted pulse count in the current window
# tach_rpm_pub = RPM value selected for operational use after comparing period and count-window estimates
# tach_quality_ok = 1 when period and count-window RPM agree within tolerance
# tach_rpm_source = 0=none, 1=period branch, 2=count-window fallback
# tach_pulse_count = total number of valid tach pulses seen since the last reset
# tach_glitch_rejects = number of tach edges rejected as implausibly fast glitches or plausibility failures
# tach_pcnt_healthy = 1 when raw PCNT windows have matched ISR-accepted windows for multiple consecutive updates
# tach_capture_enabled_cfg = 1 when MCPWM capture is enabled by configuration
# tach_capture_init_ok = 1 when MCPWM capture initialized successfully
# tach_capture_active = 1 after MCPWM capture has observed events in this run
# tach_capture_event_count = number of capture ISR events seen since last reset
# tach_capture_last_period_us = most recent MCPWM capture period converted to microseconds
# tach_capture_last_edge = last capture edge enum reported by MCPWM
# tach_timeout = 1 when no recent tach pulse is available and RPM is forced to zero
ms,raw_p,flt_p,sp_raw,sp_flt,sp_recipe,sp_ctrl,sp_flt_d,ctrl_out,pump_duty,pump_flow,coffee_flow,u_raw,u_applied,u_delta,limiter_active_up,limiter_active_down,error_integral,u_unclamped_raw,u_clamped_raw,u_clamp_delta,clamp_active_high,clamp_active_low,u_fb,u_ff_hold,u_ff_dyn,u_ff_dyn_raw,ff_pressure_w,ff_above_w,ff_gamma,u_ff_total,ramp_hold_active,drop_rate_active,mpc_shadow_enabled,mpc_u_shadow,mpc_u_ss,mpc_u_trim,mpc_p1_pred,mpc_pn_pred,mpc_qout_est,mpc_qout_raw,mpc_residual,mpc_residual_bias,mpc_cost,power_cmd,power_psm_quantized,power_quant_residual,tach_period_us,tach_rpm_inst,tach_rpm_ema,tach_rpm_count_window,tach_rpm_count_window_pcnt_raw,tach_pcnt_ratio,tach_rpm_pub,tach_quality_ok,tach_rpm_source,tach_pulse_count,tach_glitch_rejects,tach_pcnt_healthy,tach_capture_enabled_cfg,tach_capture_init_ok,tach_capture_active,tach_capture_event_count,tach_capture_last_period_us,tach_capture_last_edge,tach_timeout
29944,8.849,8.855,9.000,9.000,9.000,9.000,0.000,57.42,0.5742,3.735,0.000,57.42,57.42,0.00,0,0,-2.77621,57.42,57.42,0.00,0,0,57.42,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,57.07,56.22,0.85,8.860,8.880,3.471,3.606,-0.012,-0.001,0.132,57.42,57,0.3055,9806,3059.35,2769.95,2856.28,4028.09,1.410,2856.28,0,2,729,43832,0,1,1,1,44540,1461,1,0
30080,8.850,8.857,9.000,9.000,9.000,9.000,0.000,57.64,0.5764,3.737,0.000,57.64,57.64,0.00,0,0,-2.78866,57.64,57.64,0.00,0,0,57.64,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,57.48,56.64,0.85,8.860,8.877,3.513,3.683,-0.011,-0.001,0.134,57.64,58,-0.1964,8133,3688.68,2805.02,2856.28,4028.09,1.410,2856.28,0,2,741,44598,0,1,1,1,45318,2239,1,0
30222,8.850,8.854,9.000,9.000,9.000,9.000,0.000,57.92,0.5792,3.743,3.686,57.92,57.92,0.00,0,0,-2.80143,57.92,57.92,0.00,0,0,57.92,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,58.06,57.20,0.86,8.857,8.870,3.570,3.755,-0.008,-0.002,0.145,57.92,58,0.1810,9842,3048.16,2718.21,2627.13,4458.16,1.697,2627.13,0,2,753,45230,0,1,1,1,45961,13882,1,0
30322,8.865,8.868,9.000,9.000,9.000,9.000,0.000,57.90,0.5790,3.745,3.687,57.90,57.90,0.00,0,0,-2.80922,57.90,57.90,0.00,0,0,57.90,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,58.07,57.29,0.78,8.871,8.884,3.584,3.666,-0.006,-0.001,0.117,57.90,58,-0.1435,7503,3998.40,2685.42,2627.13,4458.16,1.697,2627.13,0,2,763,45643,0,1,1,1,46384,878,1,0
30459,8.915,8.905,9.000,9.000,9.000,9.000,0.000,57.62,0.5762,3.741,3.687,57.62,57.62,0.00,0,0,-2.81856,57.62,57.62,0.00,0,0,57.62,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,57.47,56.91,0.56,8.908,8.924,3.554,3.446,0.009,0.000,0.054,57.62,58,-0.1335,9147,3279.76,2656.98,2627.13,4458.16,1.697,2627.13,0,2,776,46327,0,1,1,1,47081,1661,1,0
30561,8.904,8.901,9.000,9.000,9.000,9.000,0.000,57.78,0.5778,3.740,3.688,57.78,57.78,0.00,0,0,-2.82458,57.78,57.78,0.00,0,0,57.78,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,57.58,57.00,0.58,8.904,8.920,3.553,3.557,-0.001,-0.000,0.060,57.78,57,0.4098,8490,3533.57,2691.46,2752.78,4561.74,1.657,2752.78,0,2,785,46807,0,1,1,1,47569,2685,1,0
30661,8.896,8.893,9.000,9.000,9.000,9.000,0.000,58.01,0.5801,3.742,3.688,58.01,58.01,0.00,0,0,-2.83108,58.01,58.01,0.00,0,0,58.01,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,57.94,57.31,0.63,8.896,8.909,3.580,3.673,0.000,-0.001,0.074,58.01,58,0.4117,9112,3292.36,2720.73,2752.78,4561.74,1.657,2752.78,0,2,793,47268,0,1,1,1,48038,4736,1,0
30765,8.883,8.884,9.000,9.000,9.000,9.000,0.000,58.27,0.5827,3.747,3.689,58.27,58.27,0.00,0,0,-2.83806,58.27,58.27,0.00,0,0,58.27,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,58.44,57.75,0.69,8.886,8.896,3.620,3.781,-0.003,-0.001,0.093,58.27,58,-0.1178,9501,3157.56,2732.27,2752.78,4561.74,1.657,2752.78,0,2,803,47742,0,1,1,1,48522,5767,1,0
30866,8.883,8.892,9.000,9.000,9.000,9.000,0.000,58.29,0.5829,3.749,3.690,58.29,58.29,0.00,0,0,-2.84423,58.29,58.29,0.00,0,0,58.29,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,58.48,57.84,0.64,8.894,8.904,3.632,3.734,-0.013,-0.001,0.080,58.29,58,0.2592,9152,3277.97,2739.65,2752.78,4561.74,1.657,2752.78,0,2,812,48181,0,1,1,1,48970,4258,1,0
30966,8.891,8.892,9.000,9.000,9.000,9.000,0.000,58.41,0.5841,3.754,3.691,58.41,58.41,0.00,0,0,-2.85067,58.41,58.41,0.00,0,0,58.41,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,58.72,58.07,0.64,8.894,8.903,3.655,3.755,-0.004,-0.001,0.082,58.41,58,0.0048,6835,4389.17,2742.45,2747.42,4306.76,1.568,2747.42,0,2,822,48632,0,1,1,1,49430,4181,1,0
31105,8.942,8.932,9.000,9.000,9.000,9.000,0.000,58.05,0.5805,3.751,3.693,58.05,58.05,0.00,0,0,-2.85786,58.05,58.05,0.00,0,0,58.05,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,58.02,57.62,0.40,8.934,8.947,3.620,3.468,0.009,0.000,0.027,58.05,58,0.4633,7623,3935.46,2744.87,2747.42,4306.76,1.568,2747.42,0,2,835,49361,0,1,1,1,50172,5886,1,0
31245,8.891,8.900,9.000,9.000,9.000,9.000,0.000,58.61,0.5861,3.755,3.695,58.61,58.61,0.00,0,0,-2.86586,58.61,58.61,0.00,0,0,58.61,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,58.75,58.15,0.59,8.902,8.910,3.651,3.832,-0.013,-0.001,0.069,58.61,59,-0.3002,7565,3965.63,2746.11,2747.42,4306.76,1.568,2747.42,0,2,850,50038,0,1,1,1,50864,4107,1,0
31347,8.887,8.898,9.000,9.000,9.000,9.000,0.000,58.74,0.5874,3.760,3.697,58.74,58.74,0.00,0,0,-2.87160,58.74,58.74,0.00,0,0,58.74,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,59.05,58.44,0.61,8.900,8.906,3.682,3.854,-0.014,-0.001,0.075,58.74,59,-0.0253,11135,2694.21,2810.87,2925.99,4586.68,1.568,2925.99,0,2,858,50523,0,1,1,1,51356,2960,1,0
31485,8.938,8.922,9.000,9.000,9.000,9.000,0.000,58.60,0.5860,3.766,3.700,58.60,58.60,0.00,0,0,-2.87970,58.60,58.60,0.00,0,0,58.60,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,58.95,58.49,0.46,8.924,8.931,3.699,3.642,0.016,-0.000,0.042,58.60,59,0.0908,8538,3513.70,2867.05,2925.99,4586.68,1.568,2925.99,0,2,871,51339,0,1,1,1,52185,4579,1,0
31624,8.940,8.939,9.000,9.000,9.000,9.000,0.000,58.51,0.5851,3.763,3.703,58.51,58.51,0.00,0,0,-2.88553,58.51,58.51,0.00,0,0,58.51,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,58.53,58.18,0.36,8.941,8.951,3.663,3.577,-0.001,0.000,0.022,58.51,59,-0.3692,6894,4351.61,2895.81,2925.99,4586.68,1.568,2925.99,0,2,885,51976,0,1,1,1,52836,3673,1,0
31765,8.889,8.898,9.000,9.000,9.000,9.000,0.000,59.19,0.5919,3.774,3.706,59.19,59.19,0.00,0,0,-2.89380,59.19,59.19,0.00,0,0,59.19,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,59.63,59.02,0.61,8.899,8.903,3.729,3.967,-0.011,-0.002,0.080,59.19,60,-0.3771,8188,3663.90,2894.40,2857.05,4364.94,1.528,2857.05,0,2,899,52661,0,1,1,1,53534,3874,1,0
31865,8.947,8.922,9.000,9.000,9.000,9.000,0.000,58.99,0.5899,3.780,3.709,58.99,58.99,0.00,0,0,-2.89934,58.99,58.99,0.00,0,0,58.99,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,59.55,59.08,0.47,8.923,8.928,3.752,3.715,0.028,-0.001,0.048,58.99,59,-0.0791,10398,2885.17,2886.58,2857.05,4364.94,1.528,2885.17,1,1,909,53186,0,1,1,1,54069,6178,1,0
32008,8.943,8.945,9.000,9.000,9.000,9.000,0.000,58.80,0.5880,3.777,3.712,58.80,58.80,0.00,0,0,-2.90449,58.80,58.80,0.00,0,0,58.80,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,58.92,58.60,0.32,8.947,8.956,3.700,3.588,-0.004,0.000,0.018,58.80,58,0.3124,9672,3101.74,2872.17,2857.05,4364.94,1.528,2857.05,0,2,922,53976,0,1,1,1,54872,6066,1,0
32145,8.892,8.899,9.000,9.000,9.000,9.000,0.000,59.54,0.5954,3.789,3.716,59.54,59.54,0.00,0,0,-2.91256,59.54,59.54,0.00,0,0,59.54,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,60.10,59.50,0.61,8.900,8.902,3.769,4.016,-0.009,-0.002,0.082,59.54,59,0.3336,9567,3135.78,2874.41,2876.77,4043.02,1.405,2876.77,0,2,936,54724,0,1,1,1,55633,8253,1,0
32284,8.956,8.945,9.000,9.000,9.000,9.000,0.000,59.08,0.5908,3.791,3.721,59.08,59.08,0.00,0,0,-2.91852,59.08,59.08,0.00,0,0,59.08,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,59.41,59.08,0.33,8.946,8.953,3.746,3.614,0.011,0.000,0.021,59.08,59,-0.1136,11841,2533.57,2875.56,2876.77,4043.02,1.405,2876.77,0,2,946,55546,0,1,1,1,56465,2030,1,0
32425,8.907,8.921,9.000,9.000,9.000,9.000,0.000,59.50,0.5950,3.795,3.725,59.50,59.50,0.00,0,0,-2.92430,59.50,59.50,0.00,0,0,59.50,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,59.81,59.34,0.47,8.922,8.926,3.750,3.899,-0.017,-0.001,0.047,59.50,60,-0.3146,10182,2946.38,2893.24,2809.77,5108.67,1.818,2946.38,1,1,960,56263,0,1,1,1,57196,1662,1,0
32530,8.933,8.921,9.000,9.000,9.000,9.000,0.000,59.60,0.5960,3.803,3.728,59.60,59.60,0.00,0,0,-2.92943,59.60,59.60,0.00,0,0,59.60,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,60.13,59.66,0.47,8.922,8.925,3.787,3.868,0.012,-0.001,0.050,59.60,60,-0.0064,7790,3851.09,2863.19,2809.77,5108.67,1.818,2809.77,0,2,968,56788,0,1,1,1,57728,2941,1,0
32664,8.952,8.949,9.000,9.000,9.000,9.000,0.000,59.35,0.5935,3.803,3.732,59.35,59.35,0.00,0,0,-2.93460,59.35,59.35,0.00,0,0,59.35,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,59.61,59.31,0.30,8.950,8.956,3.758,3.654,0.003,0.000,0.018,59.35,59,0.1835,10313,2908.95,2871.75,2809.77,5108.67,1.818,2908.95,1,1,982,57655,0,1,1,1,58609,5991,1,0
32809,8.899,8.910,9.000,9.000,9.000,9.000,0.000,59.97,0.5997,3.812,3.737,59.97,59.97,0.00,0,0,-2.94128,59.97,59.97,0.00,0,0,59.97,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,60.50,59.96,0.54,8.910,8.912,3.801,4.031,-0.013,-0.002,0.066,59.97,60,0.3442,7999,3750.47,2831.15,2758.00,4964.40,1.800,2758.00,0,2,995,58394,0,1,1,1,59361,6086,1,0
32946,8.956,8.945,9.000,9.000,9.000,9.000,0.000,59.65,0.5965,3.819,3.742,59.65,59.65,0.00,0,0,-2.94759,59.65,59.65,0.00,0,0,59.65,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,60.14,59.81,0.33,8.946,8.950,3.804,3.690,0.011,-0.000,0.024,59.65,60,-0.2286,8863,3384.86,2795.45,2758.00,4964.40,1.800,2758.00,0,2,1011,59153,0,1,1,1,60135,1691,1,0
33051,8.940,8.942,9.000,9.000,9.000,9.000,0.000,59.76,0.5976,3.820,3.745,59.76,59.76,0.00,0,0,-2.95096,59.76,59.76,0.00,0,0,59.76,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,60.11,59.76,0.34,8.943,8.948,3.790,3.757,-0.004,-0.000,0.025,59.76,60,0.2087,10081,2975.90,2781.97,2758.00,4964.40,1.800,2758.00,0,2,1020,59629,0,1,1,1,60620,3192,1,0
33187,8.920,8.919,9.000,9.000,9.000,9.000,0.000,60.20,0.6020,3.833,3.751,60.20,60.20,0.00,0,0,-2.95825,60.20,60.20,0.00,0,0,60.20,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,60.87,60.38,0.49,8.919,8.920,3.842,3.957,0.002,-0.001,0.057,60.20,61,-0.3616,7937,3779.77,2824.23,3027.82,4813.45,1.590,3027.82,0,2,1034,60416,0,1,1,1,61421,9725,1,0
33290,8.956,8.944,9.000,9.000,9.000,9.000,0.000,59.95,0.5995,3.835,3.755,59.95,59.95,0.00,0,0,-2.96198,59.95,59.95,0.00,0,0,59.95,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,60.47,60.14,0.33,8.945,8.949,3.828,3.722,0.013,-0.000,0.025,59.95,60,-0.3372,9254,3241.84,2906.65,3027.82,4813.45,1.590,3027.82,0,2,1042,60893,0,1,1,1,61905,1784,1,0
33427,8.907,8.913,9.000,9.000,9.000,9.000,0.000,60.47,0.6047,3.846,3.760,60.47,60.47,0.00,0,0,-2.96890,60.47,60.47,0.00,0,0,60.47,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,61.19,60.67,0.52,8.914,8.914,3.862,4.018,-0.008,-0.002,0.065,60.47,61,-0.4341,8147,3682.34,2965.78,3027.82,4813.45,1.590,3027.82,0,2,1056,61515,0,1,1,1,62541,2726,1,0
33569,8.959,8.945,9.000,9.000,9.000,9.000,0.000,60.20,0.6020,3.853,3.767,60.20,60.20,0.00,0,0,-2.97516,60.20,60.20,0.00,0,0,60.20,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,60.79,60.47,0.33,8.946,8.949,3.854,3.718,0.015,-0.000,0.026,60.20,61,-0.3964,7501,3999.47,2944.81,2871.42,4307.12,1.500,2871.42,0,2,1070,62183,0,1,1,1,63223,4641,1,0
33704,8.904,8.918,9.000,9.000,9.000,9.000,0.000,60.65,0.6065,3.860,3.773,60.65,60.65,0.00,0,0,-2.98136,60.65,60.65,0.00,0,0,60.65,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,61.28,60.79,0.49,8.919,8.921,3.864,4.001,-0.017,-0.001,0.056,60.65,61,-0.0401,7655,3919.01,2908.99,2871.42,4307.12,1.500,2871.42,0,2,1084,62927,0,1,1,1,63980,1663,1,0
33812,8.951,8.944,9.000,9.000,9.000,9.000,0.000,60.41,0.6041,3.863,3.777,60.41,60.41,0.00,0,0,-2.98496,60.41,60.41,0.00,0,0,60.41,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,60.89,60.56,0.33,8.945,8.949,3.851,3.770,0.007,-0.000,0.025,60.41,61,-0.1588,9371,3201.37,2895.47,2871.42,4307.12,1.500,2871.42,0,2,1092,63452,0,1,1,1,64513,1841,1,0
33949,8.912,8.924,9.000,9.000,9.000,9.000,0.000,60.77,0.6077,3.869,3.783,60.77,60.77,0.00,0,0,-2.99088,60.77,60.77,0.00,0,0,60.77,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,61.30,60.84,0.45,8.925,8.928,3.863,3.984,-0.014,-0.001,0.047,60.77,61,-0.3473,9379,3198.64,2887.71,2891.30,4688.59,1.622,2891.30,0,2,1107,64149,0,1,1,1,65225,1786,1,0
34049,8.942,8.939,9.000,9.000,9.000,9.000,0.000,60.70,0.6070,3.875,3.789,60.70,60.70,0.00,0,0,-2.99663,60.70,60.70,0.00,0,0,60.70,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,61.19,60.82,0.37,8.940,8.943,3.866,3.853,0.003,-0.000,0.030,60.70,61,-0.2460,8519,3521.54,2889.46,2891.30,4688.59,1.622,2891.30,0,2,1119,64805,0,1,1,1,65892,2070,1,0
34184,8.920,8.931,9.000,9.000,9.000,9.000,0.000,60.95,0.6095,3.883,3.798,60.95,60.95,0.00,0,0,-3.00394,60.95,60.95,0.00,0,0,60.95,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,61.41,60.99,0.41,8.932,8.934,3.871,3.962,-0.013,-0.001,0.038,60.95,61,-0.0922,14012,2141.02,2890.54,2891.30,4688.59,1.622,2891.30,0,2,1126,65417,0,1,1,1,66511,14012,1,0
34324,8.956,8.947,9.000,9.000,9.000,9.000,0.000,60.85,0.6085,3.888,3.804,60.85,60.85,0.00,0,0,-3.00934,60.85,60.85,0.00,0,0,60.85,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,61.27,60.95,0.32,8.948,8.952,3.872,3.819,0.010,-0.000,0.022,60.85,61,-0.3762,11863,2528.87,2783.18,2352.62,4867.50,2.069,2352.62,0,2,1136,66162,0,1,1,1,67266,12064,1,0
34425,8.927,8.932,9.000,9.000,9.000,9.000,0.000,61.11,0.6111,3.893,3.808,61.11,61.11,0.00,0,0,-3.01322,61.11,61.11,0.00,0,0,61.11,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,61.60,61.20,0.41,8.933,8.936,3.886,3.968,-0.007,-0.001,0.037,61.11,61,-0.2658,10805,2776.49,2628.18,2352.62,4867.50,2.069,2352.62,0,2,1146,66719,0,1,1,1,67832,4042,1,0
34526,8.942,8.941,9.000,9.000,9.000,9.000,0.000,61.11,0.6111,3.899,3.814,61.11,61.11,0.00,0,0,-3.01862,61.11,61.11,0.00,0,0,61.11,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,61.57,61.22,0.35,8.942,8.945,3.890,3.891,0.000,-0.001,0.028,61.11,61,0.0037,10499,2857.42,2493.71,2352.62,4867.50,2.069,2352.62,0,2,1155,67215,0,1,1,1,68337,5123,1,0
34631,8.956,8.952,9.000,9.000,9.000,9.000,0.000,61.03,0.6103,3.900,3.818,61.03,61.03,0.00,0,0,-3.02163,61.03,61.03,0.00,0,0,61.03,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,61.37,61.09,0.28,8.953,8.957,3.877,3.815,0.003,-0.000,0.017,61.03,61,0.0973,10545,2844.95,2442.92,2352.62,4867.50,2.069,2352.62,0,2,1164,67989,0,1,1,1,69120,1699,1,0
34767,8.942,8.947,9.000,9.000,9.000,9.000,0.000,61.20,0.6120,3.904,3.824,61.20,61.20,0.00,0,0,-3.02649,61.20,61.20,0.00,0,0,61.20,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,61.51,61.20,0.32,8.948,8.952,3.880,3.891,-0.006,-0.000,0.021,61.20,62,-0.3763,7413,4046.94,2507.62,2575.51,4507.15,1.750,2575.51,0,2,1177,68856,0,1,1,1,69999,5059,1,0
34871,8.949,8.950,9.000,9.000,9.000,9.000,0.000,61.21,0.6121,3.906,3.828,61.21,61.21,0.00,0,0,-3.02944,61.21,61.21,0.00,0,0,61.21,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,61.48,61.19,0.30,8.951,8.956,3.877,3.879,-0.003,-0.000,0.018,61.21,61,-0.0012,11417,2627.66,2542.49,2575.51,4507.15,1.750,2627.66,1,1,1187,69321,0,1,1,1,70474,2729,1,0
35012,8.951,8.958,9.000,9.000,9.000,9.000,0.000,61.19,0.6119,3.906,3.834,61.19,61.19,0.00,0,0,-3.03297,61.19,61.19,0.00,0,0,61.19,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,61.29,61.04,0.25,8.959,8.965,3.859,3.859,-0.008,-0.000,0.011,61.19,61,0.3835,8613,3483.11,2558.61,2575.51,4507.15,1.750,2575.51,0,2,1201,69967,0,1,1,1,71134,4989,1,0
35114,8.937,8.943,9.000,9.000,9.000,9.000,0.000,61.43,0.6143,3.910,3.837,61.43,61.43,0.00,0,0,-3.03619,61.43,61.43,0.00,0,0,61.43,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,61.68,61.34,0.34,8.944,8.947,3.882,3.998,-0.007,-0.001,0.024,61.43,61,0.1358,8553,3507.54,2745.08,3076.60,4575.46,1.487,3076.60,0,2,1212,70336,0,1,1,1,71513,2935,1,0
35249,8.961,8.963,9.000,9.000,9.000,9.000,0.000,61.26,0.6126,3.911,3.842,61.26,61.26,0.00,0,0,-3.03976,61.26,61.26,0.00,0,0,61.26,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,61.38,61.16,0.22,8.964,8.969,3.870,3.837,-0.003,0.000,0.009,61.26,61,-0.0561,9393,3193.87,2964.55,3076.60,4575.46,1.487,3193.87,1,1,1225,71124,0,1,1,1,72314,6479,1,0
35354,8.936,8.946,9.000,9.000,9.000,9.000,0.000,61.53,0.6153,3.914,3.846,61.53,61.53,0.00,0,0,-3.04267,61.53,61.53,0.00,0,0,61.53,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,61.76,61.44,0.32,8.947,8.950,3.889,4.006,-0.012,-0.001,0.022,61.53,62,-0.1696,6819,4399.47,2999.45,3076.60,4575.46,1.487,3076.60,0,2,1234,71614,0,1,1,1,72813,1232,1,0
35489,8.977,8.970,9.000,9.000,9.000,9.000,0.000,61.30,0.6130,3.915,3.851,61.30,61.30,0.00,0,0,-3.04611,61.30,61.30,0.00,0,0,61.30,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,61.43,61.25,0.18,8.971,8.976,3.879,3.800,0.007,0.000,0.006,61.30,61,-0.0317,7725,3883.50,2943.63,2816.96,4303.69,1.528,2816.96,0,2,1248,72288,0,1,1,1,73500,4607,1,0
35628,8.941,8.943,9.000,9.000,9.000,9.000,0.000,61.72,0.6172,3.922,3.856,61.72,61.72,0.00,0,0,-3.05069,61.72,61.72,0.00,0,0,61.72,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.09,61.74,0.34,8.943,8.945,3.916,4.047,-0.003,-0.001,0.026,61.72,62,-0.1885,7256,4134.51,2881.81,2816.96,4303.69,1.528,2816.96,0,2,1262,72916,0,1,1,1,74142,3402,1,0
35764,8.945,8.953,9.000,9.000,9.000,9.000,0.000,61.68,0.6168,3.926,3.861,61.68,61.68,0.00,0,0,-3.05464,61.68,61.68,0.00,0,0,61.68,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.02,61.74,0.28,8.953,8.955,3.919,3.962,-0.010,-0.001,0.018,61.68,62,-0.3499,11939,2512.77,2850.17,2816.96,4303.69,1.528,2816.96,0,2,1275,73733,0,1,1,1,74972,1659,1,0
