# SHOT START
# legend_version=1
# time_base=ms_since_boot
# units: pressure=bar, flow=ml_s, output=percent, derivative=bar_s
# raw_p = raw pressure sensor reading
# flt_p = filtered pressure used by controller
# sp_raw = raw incoming pressure setpoint currently held by the profile engine
# sp_flt = filtered pressure setpoint actually used internally by the controller
# sp_recipe = visual recipe reference; ideal profile target for display/comparison
# sp_ctrl = control reference after internal conditioning; command seen by control logic
# sp_flt_d = derivative of filtered pressure setpoint
# ctrl_out = final controller output command in percent
# pump_duty = internal normalized pressure-branch duty estimate
# pump_flow = estimated pump flow
# coffee_flow = estimated outflow through puck / coffee flow
# u_raw = pressure branch output after clamp and before final slew limiter
# u_applied = pressure branch output after final slew limiter
# u_delta = u_raw - u_applied; limiter intervention magnitude
# limiter_active_up = 1 when rise slew limiter is active
# limiter_active_down = 1 when drop slew limiter is active
# error_integral = integral state of legacy pressure controller
# u_unclamped_raw = controller output before 0..100 clamp
# u_clamped_raw = controller output after 0..100 clamp and before slew limiter
# u_clamp_delta = u_unclamped_raw - u_clamped_raw
# clamp_active_high = 1 when output was clipped by upper clamp
# clamp_active_low = 1 when output was clipped by lower clamp
# u_fb = legacy pressure feedback contribution
# u_ff_hold = static feedforward contribution
# u_ff_dyn = dynamic feedforward contribution
# u_ff_total = total feedforward contribution
# mpc_shadow_enabled = 1 when shadow MPC is being computed in parallel
# mpc_u_shadow = total output suggested by shadow MPC; not applied to actuator in shadow stage
# mpc_u_ss = steady-state component suggested by shadow MPC
# mpc_u_trim = corrective trim component suggested by shadow MPC
# mpc_p1_pred = one-step pressure prediction from shadow MPC model
# mpc_pn_pred = terminal pressure prediction at end of shadow MPC horizon
# mpc_qout_est = estimated outflow / load used by shadow MPC model
# mpc_residual = measured minus predicted pressure residual for shadow MPC
# mpc_cost = shadow MPC objective value
# power_cmd = floating-point power command sent to pump stage before integer quantization
# power_psm_quantized = integer power actually sent to PSM
# power_quant_residual = sigma-delta residual kept for next quantization step
ms,raw_p,flt_p,sp_raw,sp_flt,sp_recipe,sp_ctrl,sp_flt_d,ctrl_out,pump_duty,pump_flow,coffee_flow,u_raw,u_applied,u_delta,limiter_active_up,limiter_active_down,error_integral,u_unclamped_raw,u_clamped_raw,u_clamp_delta,clamp_active_high,clamp_active_low,u_fb,u_ff_hold,u_ff_dyn,u_ff_total,mpc_shadow_enabled,mpc_u_shadow,mpc_u_ss,mpc_u_trim,mpc_p1_pred,mpc_pn_pred,mpc_qout_est,mpc_residual,mpc_cost,power_cmd,power_psm_quantized,power_quant_residual
896761,1.076,1.074,1.257,1.169,1.257,1.169,0.387,17.08,0.1708,2.481,0.000,17.08,17.08,0.00,0,0,-1.75482,17.08,17.08,0.00,0,0,17.08,0.00,0.00,0.00,1,18.56,17.96,0.59,1.084,1.135,2.457,-0.007,0.108,17.08,17,-0.0688
896882,1.104,1.098,1.295,1.207,1.295,1.207,0.430,17.76,0.1776,2.548,0.000,17.76,17.76,0.00,0,0,-1.76408,17.76,17.76,0.00,0,0,17.76,0.00,0.00,0.00,1,19.31,18.63,0.68,1.110,1.169,2.491,-0.005,0.131,17.76,18,0.2301
897004,1.155,1.139,1.337,1.246,1.337,1.246,0.445,17.62,0.1762,2.606,0.000,17.62,17.62,0.00,0,0,-1.77381,17.62,17.62,0.00,0,0,17.62,0.00,0.00,0.00,1,19.30,18.63,0.66,1.151,1.210,2.488,0.005,0.136,17.62,17,0.2866
897132,1.175,1.170,1.429,1.286,1.429,1.286,0.463,18.07,0.1807,2.654,0.000,18.07,18.07,0.00,0,0,-1.78376,18.07,18.07,0.00,0,0,18.07,0.00,0.00,0.00,1,19.63,18.91,0.72,1.183,1.249,2.464,-0.007,0.142,18.07,18,-0.3234
897255,1.210,1.198,1.479,1.338,1.479,1.338,0.633,19.12,0.1912,2.725,0.000,19.12,19.12,0.00,0,0,-1.79562,19.12,19.12,0.00,0,0,19.12,0.00,0.00,0.00,1,21.13,20.27,0.86,1.216,1.305,2.482,-0.003,0.216,19.12,19,-0.0194
897377,1.258,1.237,1.533,1.391,1.533,1.391,0.636,19.78,0.1978,2.814,0.000,19.78,19.78,0.00,0,0,-1.80948,19.78,19.78,0.00,0,0,19.78,0.00,0.00,0.00,1,21.75,20.80,0.95,1.256,1.349,2.522,0.006,0.242,19.78,20,0.2300
897503,1.303,1.288,1.651,1.452,1.651,1.452,0.683,20.13,0.2013,2.889,0.000,20.13,20.13,0.00,0,0,-1.82401,20.13,20.13,0.00,0,0,20.13,0.00,0.00,0.00,1,22.24,21.24,1.00,1.308,1.408,2.527,-0.004,0.273,20.13,20,0.3690
897632,1.353,1.339,1.714,1.518,1.714,1.518,0.672,20.74,0.2074,2.962,0.000,20.74,20.74,0.00,0,0,-1.83966,20.74,20.74,0.00,0,0,20.74,0.00,0.00,0.00,1,22.66,21.57,1.09,1.361,1.466,2.523,-0.007,0.288,20.74,21,-0.0161
897754,1.396,1.386,1.781,1.590,1.781,1.590,0.863,21.72,0.2172,3.040,0.000,21.72,21.72,0.00,0,0,-1.85683,21.72,21.72,0.00,0,0,21.71,0.00,0.00,0.00,1,24.24,22.99,1.25,1.412,1.540,2.534,-0.012,0.410,21.72,22,-0.3956
897880,1.461,1.442,1.850,1.669,1.850,1.669,0.890,22.60,0.2260,3.138,0.000,22.60,22.60,0.00,0,0,-1.87666,22.60,22.60,0.00,0,0,22.58,0.00,0.01,0.01,1,25.17,23.79,1.38,1.470,1.607,2.577,-0.007,0.478,22.60,23,-0.3621
898006,1.542,1.516,2.000,1.747,2.000,1.747,0.871,22.75,0.2275,3.220,0.000,22.75,22.75,0.00,0,0,-1.89724,22.75,22.75,0.00,0,0,22.72,0.00,0.04,0.04,1,25.28,23.88,1.40,1.544,1.680,2.583,-0.000,0.483,22.75,23,-0.3238
898136,1.617,1.593,2.080,1.831,2.080,1.831,0.853,23.11,0.2311,3.291,0.000,23.11,23.11,0.00,0,0,-1.91859,23.11,23.11,0.00,0,0,23.03,0.00,0.08,0.08,1,25.48,24.03,1.44,1.621,1.759,2.567,-0.003,0.488,23.11,23,-0.2122
898260,1.671,1.651,2.162,1.922,2.162,1.922,1.087,24.32,0.2432,3.375,0.000,24.32,24.32,0.00,0,0,-1.94217,24.32,24.32,0.00,0,0,24.18,0.00,0.14,0.14,1,27.49,25.84,1.65,1.685,1.851,2.590,-0.009,0.692,24.32,25,-0.2457
898385,1.743,1.724,2.248,2.021,2.248,2.021,1.115,25.36,0.2536,3.471,0.000,25.36,25.36,0.00,0,0,-1.96808,25.36,25.36,0.00,0,0,25.12,0.00,0.25,0.25,1,28.55,26.75,1.80,1.760,1.936,2.627,-0.015,0.790,25.36,26,-0.2387
898511,1.841,1.819,2.428,2.127,2.428,2.127,1.063,25.92,0.2592,3.561,0.000,25.92,25.92,0.00,0,0,-1.99528,25.92,25.92,0.00,0,0,25.53,0.00,0.39,0.39,1,28.82,26.96,1.86,1.855,2.031,2.633,-0.014,0.788,25.92,26,-0.2408
898641,1.964,1.927,2.525,2.236,2.525,2.236,1.308,26.27,0.2627,3.640,0.000,26.27,26.27,0.00,0,0,-2.02318,26.27,26.27,0.00,0,0,25.69,0.00,0.58,0.58,1,30.17,28.28,1.89,1.967,2.162,2.616,0.003,0.948,26.27,26,0.2907
898766,2.045,2.015,2.622,2.344,2.622,2.344,1.261,27.22,0.2722,3.723,0.000,27.22,27.22,0.00,0,0,-2.05251,27.22,27.22,0.00,0,0,26.44,0.00,0.78,0.78,1,30.72,28.72,1.99,2.056,2.256,2.614,-0.005,0.961,27.22,27,0.2721
898897,2.142,2.108,2.830,2.460,2.830,2.460,1.300,28.37,0.2837,3.817,0.000,28.37,28.37,0.00,0,0,-2.08391,28.37,28.37,0.00,0,0,27.30,0.00,1.07,1.07,1,31.88,29.75,2.13,2.151,2.362,2.643,-0.006,1.063,28.37,29,-0.4327
899019,2.260,2.231,2.938,2.617,2.938,2.617,1.090,30.00,0.3000,3.952,0.000,30.00,30.00,0.00,0,0,-2.12830,30.00,30.00,0.00,0,0,28.53,0.00,1.46,1.46,1,32.34,30.04,2.30,2.273,2.481,2.689,-0.013,1.035,30.00,30,-0.1572
899147,2.447,2.387,3.049,2.734,3.049,2.734,1.419,29.53,0.2953,4.027,0.000,29.53,29.53,0.00,0,0,-2.16098,29.53,29.53,0.00,0,0,27.70,0.00,1.83,1.83,1,33.44,31.34,2.10,2.432,2.653,2.667,0.022,1.102,29.53,29,0.1319
899272,2.528,2.496,3.163,2.852,3.163,2.852,1.402,30.47,0.3047,4.086,0.000,30.47,30.47,0.00,0,0,-2.19264,30.47,30.47,0.00,0,0,28.26,0.00,2.22,2.22,1,33.94,31.79,2.15,2.543,2.770,2.622,-0.008,1.072,30.47,30,0.4567
899400,2.611,2.585,3.281,2.983,3.281,2.983,1.465,32.44,0.3244,4.181,0.000,32.44,32.44,0.00,0,0,-2.22741,32.44,32.44,0.00,0,0,29.67,0.00,2.77,2.77,1,35.90,33.51,2.39,2.636,2.882,2.674,-0.022,1.260,32.44,33,-0.0614
899522,2.781,2.737,3.524,3.123,3.524,3.123,1.412,33.14,0.3314,4.280,0.000,33.14,33.14,0.00,0,0,-2.26268,33.14,33.14,0.00,0,0,29.73,0.00,3.41,3.41,1,36.22,33.91,2.31,2.787,3.029,2.692,-0.004,1.143,33.14,33,-0.0198
899649,2.936,2.896,3.653,3.269,3.653,3.269,1.742,33.94,0.3394,4.352,0.000,33.94,33.94,0.00,0,0,-2.29577,33.94,33.94,0.00,0,0,29.78,0.00,4.16,4.16,1,38.20,35.94,2.26,2.951,3.220,2.637,-0.006,1.280,33.94,34,0.1628
899774,3.057,3.022,3.784,3.413,3.784,3.413,1.685,35.44,0.3544,4.445,0.000,35.44,35.44,0.00,0,0,-2.33040,35.44,35.44,0.00,0,0,30.66,0.00,4.78,4.78,1,39.10,36.75,2.35,3.078,3.353,2.645,-0.013,1.259,35.44,35,-0.0553
899902,3.267,3.201,3.917,3.567,3.917,3.567,1.722,36.08,0.3608,4.529,0.000,36.08,36.08,0.00,0,0,-2.36414,36.08,36.08,0.00,0,0,30.50,0.00,5.57,5.57,1,39.64,37.44,2.20,3.258,3.534,2.621,0.013,1.127,36.08,37,-0.4759
900028,3.405,3.365,4.193,3.715,4.193,3.715,1.660,36.72,0.3672,4.594,0.000,36.72,36.72,0.00,0,0,-2.39608,36.72,36.72,0.00,0,0,30.61,0.00,6.11,6.11,1,39.64,37.54,2.10,3.422,3.695,2.565,-0.013,0.962,36.72,37,-0.0799
900153,3.556,3.515,4.336,3.888,4.336,3.888,2.042,38.65,0.3865,4.675,0.000,38.65,38.65,0.00,0,0,-2.42879,38.65,38.65,0.00,0,0,31.71,0.00,6.94,6.94,1,43.04,40.78,2.26,3.579,3.891,2.556,-0.014,1.301,38.65,39,-0.1171
900275,3.763,3.704,4.482,4.071,4.482,4.071,2.026,39.60,0.3960,4.755,0.000,39.60,39.60,0.00,0,0,-2.46177,39.60,39.60,0.00,0,0,32.18,0.00,7.42,7.42,1,43.70,41.49,2.22,3.768,4.081,2.532,-0.002,1.222,39.60,40,-0.4234
900409,3.992,3.920,4.784,4.244,4.784,4.244,1.913,39.45,0.3945,4.803,0.000,39.45,39.45,0.00,0,0,-2.49243,39.45,39.45,0.00,0,0,31.77,0.00,7.69,7.69,1,42.76,40.81,1.95,3.982,4.280,2.441,0.015,0.907,39.45,39,0.2783
900530,4.122,4.076,4.940,4.424,4.940,4.424,1.819,40.83,0.4083,4.845,0.000,40.83,40.83,0.00,0,0,-2.52320,40.83,40.83,0.00,0,0,33.00,0.00,7.83,7.83,1,43.27,41.19,2.07,4.139,4.441,2.382,-0.016,0.895,40.83,41,-0.4424
900657,4.287,4.234,5.098,4.611,5.098,4.611,2.215,42.31,0.4231,4.900,0.000,42.31,42.31,0.00,0,0,-2.55641,42.31,42.31,0.00,0,0,34.40,0.00,7.91,7.91,1,46.86,44.58,2.28,4.304,4.640,2.399,-0.008,1.343,42.31,42,0.1180
900779,4.511,4.453,5.254,4.810,5.254,4.810,2.192,42.70,0.4270,4.938,0.000,42.70,42.70,0.00,0,0,-2.58906,42.70,42.70,0.00,0,0,34.75,0.00,7.95,7.95,1,47.09,44.93,2.16,4.522,4.853,2.352,-0.006,1.219,42.70,43,-0.2278
900906,4.711,4.658,5.407,4.994,5.407,4.994,2.036,43.06,0.4306,4.950,0.000,43.06,43.06,0.00,0,0,-2.61974,43.06,43.06,0.00,0,0,35.09,0.00,7.97,7.97,1,46.32,44.31,2.02,4.724,5.044,2.261,-0.010,0.954,43.06,43,0.4395
901028,4.874,4.828,5.702,5.183,5.702,5.183,1.896,44.36,0.4436,4.965,0.000,44.36,44.36,0.00,0,0,-2.65116,44.36,44.36,0.00,0,0,36.37,0.00,7.99,7.99,1,46.57,44.46,2.11,4.894,5.211,2.217,-0.019,0.904,44.36,44,0.2456
901154,5.114,5.033,5.845,5.370,5.845,5.370,2.178,44.87,0.4487,4.980,0.000,44.87,44.87,0.00,0,0,-2.68284,44.87,44.87,0.00,0,0,36.88,0.00,7.99,7.99,1,48.76,46.73,2.03,5.102,5.435,2.194,0.022,1.048,44.87,45,-0.0910
901276,5.287,5.221,5.986,5.562,5.986,5.562,2.096,45.91,0.4591,4.982,0.000,45.91,45.91,0.00,0,0,-2.71336,45.91,45.91,0.00,0,0,37.92,0.00,8.00,8.00,1,49.14,47.10,2.04,5.289,5.619,2.148,0.002,0.970,45.91,46,-0.4658
901407,5.464,5.403,6.123,5.737,6.123,5.737,1.911,46.82,0.4682,4.984,0.000,46.82,46.82,0.00,0,0,-2.74372,46.82,46.82,0.00,0,0,38.82,0.00,8.00,8.00,1,48.79,46.81,1.98,5.469,5.786,2.127,-0.001,0.791,46.82,47,0.0305
901531,5.683,5.617,6.387,5.897,6.387,5.897,1.770,47.32,0.4732,4.977,0.000,47.32,47.32,0.00,0,0,-2.77109,47.32,47.32,0.00,0,0,39.33,0.00,8.00,8.00,1,48.06,46.42,1.65,5.679,5.981,2.082,0.008,0.499,47.32,48,-0.3276
901659,5.834,5.795,6.515,6.073,6.515,6.073,2.036,48.37,0.4837,4.959,0.000,48.37,48.37,0.00,0,0,-2.79463,48.37,48.37,0.00,0,0,40.37,0.00,8.00,8.00,1,50.48,48.82,1.65,5.862,6.184,2.017,-0.021,0.597,48.37,48,0.1978
901780,6.054,5.994,6.638,6.250,6.638,6.250,1.922,49.26,0.4926,4.947,0.000,49.26,49.26,0.00,0,0,-2.81814,49.26,49.26,0.00,0,0,41.26,0.00,8.00,8.00,1,50.47,48.96,1.51,6.059,6.371,1.996,-0.001,0.452,49.26,49,0.0094
901909,6.232,6.185,6.760,6.409,6.760,6.409,1.737,49.96,0.4996,4.924,0.000,49.96,49.96,0.00,0,0,-2.83805,49.96,49.96,0.00,0,0,41.96,0.00,8.00,8.00,1,49.64,48.34,1.31,6.246,6.543,1.950,-0.012,0.295,49.96,50,-0.2330
902034,6.495,6.415,6.992,6.565,6.992,6.565,1.943,50.18,0.5018,4.890,0.000,50.18,50.18,0.00,0,0,-2.85382,50.18,50.18,0.00,0,0,42.18,0.00,8.00,8.00,1,50.86,49.97,0.88,6.478,6.778,1.886,0.028,0.160,50.18,50,0.0620
902163,6.671,6.619,7.104,6.722,7.104,6.722,1.771,50.63,0.5063,4.840,0.000,50.63,50.63,0.00,0,0,-2.86430,50.63,50.63,0.00,0,0,42.63,0.00,8.00,8.00,1,49.57,48.99,0.59,6.678,6.965,1.785,-0.000,0.069,50.63,50,0.4428
902287,6.776,6.748,7.212,6.875,7.212,6.875,1.668,51.82,0.5182,4.797,0.000,51.82,51.82,0.00,0,0,-2.87394,51.82,51.82,0.00,0,0,43.82,0.00,8.00,8.00,1,50.04,49.32,0.72,6.807,7.090,1.779,-0.029,0.115,51.82,52,0.2956
902416,6.970,6.919,7.419,7.024,7.419,7.024,1.486,52.54,0.5254,4.765,0.000,52.54,52.54,0.00,0,0,-2.88425,52.54,52.54,0.00,0,0,44.54,0.00,8.00,8.00,1,49.66,49.08,0.57,6.974,7.238,1.828,-0.002,0.139,52.54,52,0.3235
902539,7.236,7.159,7.518,7.166,7.518,7.166,1.629,52.31,0.5231,4.709,0.000,52.31,52.31,0.00,0,0,-2.88774,52.31,52.31,0.00,0,0,44.31,0.00,8.00,8.00,1,50.07,50.06,0.01,7.213,7.473,1.762,0.031,0.061,52.31,52,0.4907
902667,7.368,7.320,7.613,7.296,7.613,7.296,1.467,52.68,0.5268,4.641,0.000,52.68,52.68,0.00,0,0,-2.88627,52.68,52.68,0.00,0,0,44.68,0.00,8.00,8.00,1,48.91,49.10,-0.19,7.371,7.618,1.696,0.003,0.191,52.68,53,0.0902
902790,7.460,7.422,7.705,7.423,7.705,7.423,1.393,53.74,0.5374,4.591,0.000,53.74,53.74,0.00,0,0,-2.88630,53.74,53.74,0.00,0,0,45.74,0.00,8.00,8.00,1,49.82,49.86,-0.04,7.472,7.713,1.766,-0.010,0.191,53.74,53,0.4743
902917,7.602,7.552,7.881,7.548,7.881,7.548,1.249,54.46,0.5446,4.553,0.000,54.46,54.46,0.00,0,0,-2.88751,54.46,54.46,0.00,0,0,46.46,0.00,8.00,8.00,1,50.06,50.13,-0.08,7.598,7.822,1.876,0.005,0.244,54.46,55,-0.2878
903039,7.788,7.749,7.963,7.697,7.963,7.697,1.226,54.53,0.5453,4.477,0.000,54.53,54.53,0.00,0,0,-2.88196,54.53,54.53,0.00,0,0,46.74,0.00,7.79,7.79,1,50.25,50.60,-0.35,7.792,8.002,1.903,0.000,0.267,54.53,54,0.3422
903167,7.910,7.876,8.042,7.796,8.042,7.796,1.130,54.00,0.5400,4.408,0.000,54.00,54.00,0.00,0,0,-2.87523,54.00,54.00,0.00,0,0,46.94,0.00,7.06,7.06,1,49.47,49.99,-0.52,7.916,8.109,1.929,-0.002,0.329,54.00,54,-0.2712
903290,7.986,7.961,8.120,7.896,8.120,7.896,1.105,54.17,0.5417,4.338,0.000,54.17,54.17,0.00,0,0,-2.86849,54.17,54.17,0.00,0,0,47.67,0.00,6.50,6.50,1,50.15,50.58,-0.43,8.000,8.187,1.995,-0.013,0.251,54.17,54,-0.2880
903417,8.027,8.004,8.263,7.996,8.263,7.996,0.998,55.01,0.5501,4.294,0.000,55.01,55.01,0.00,0,0,-2.86672,55.01,55.01,0.00,0,0,49.02,0.00,5.99,5.99,1,51.43,51.52,-0.09,8.041,8.217,2.168,-0.014,0.162,55.01,55,0.4283
903540,8.149,8.111,8.330,8.086,8.330,8.086,0.898,54.63,0.5463,4.246,0.000,54.63,54.63,0.00,0,0,-2.86564,54.63,54.63,0.00,0,0,49.43,0.00,5.20,5.20,1,51.32,51.50,-0.19,8.143,8.299,2.289,0.006,0.148,54.63,54,0.1616
903664,8.214,8.194,8.393,8.174,8.393,8.174,1.013,54.60,0.5460,4.188,0.000,54.60,54.60,0.00,0,0,-2.86343,54.60,54.60,0.00,0,0,50.09,0.00,4.51,4.51,1,53.03,53.17,-0.14,8.226,8.383,2.353,-0.009,0.035,54.60,55,-0.1751
903789,8.238,8.221,8.454,8.261,8.454,8.261,0.954,55.41,0.5541,4.149,0.000,55.41,55.41,0.00,0,0,-2.86549,55.41,55.41,0.00,0,0,51.52,0.00,3.89,3.89,1,54.51,54.28,0.22,8.253,8.405,2.488,-0.015,0.018,55.41,55,0.3015
903905,8.307,8.279,8.511,8.345,8.511,8.345,0.840,55.84,0.5584,4.123,0.000,55.84,55.84,0.00,0,0,-2.87145,55.84,55.84,0.00,0,0,52.60,0.00,3.24,3.24,1,55.13,54.75,0.38,8.308,8.446,2.631,-0.001,0.030,55.84,56,-0.1732
904037,8.394,8.385,8.616,8.434,8.616,8.434,0.664,55.49,0.5549,4.069,0.000,55.49,55.49,0.00,0,0,-2.87677,55.49,55.49,0.00,0,0,53.19,0.00,2.30,2.30,1,53.96,53.69,0.27,8.409,8.526,2.684,-0.015,0.038,55.49,56,-0.2925
904159,8.439,8.429,8.664,8.499,8.664,8.499,0.758,55.91,0.5591,4.034,0.000,55.91,55.91,0.00,0,0,-2.88225,55.91,55.91,0.00,0,0,54.09,0.00,1.82,1.82,1,55.87,55.46,0.41,8.454,8.574,2.749,-0.012,0.032,55.91,56,-0.1425
904286,8.488,8.474,8.709,8.565,8.709,8.565,0.713,56.47,0.5647,4.011,0.000,56.47,56.47,0.00,0,0,-2.89004,56.47,56.47,0.00,0,0,55.02,0.00,1.45,1.45,1,56.72,56.18,0.53,8.498,8.613,2.833,-0.009,0.056,56.47,57,-0.2363
904409,8.559,8.541,8.789,8.627,8.789,8.627,0.622,56.78,0.5678,3.991,0.000,56.78,56.78,0.00,0,0,-2.89837,56.78,56.78,0.00,0,0,55.66,0.00,1.11,1.11,1,56.63,56.12,0.51,8.562,8.667,2.884,-0.003,0.047,56.78,57,-0.0049
904540,8.619,8.606,8.824,8.682,8.824,8.682,0.543,56.96,0.5696,3.967,0.000,56.96,56.96,0.00,0,0,-2.90541,56.96,56.96,0.00,0,0,56.14,0.00,0.82,0.82,1,56.23,55.79,0.44,8.626,8.722,2.894,-0.007,0.038,56.96,57,-0.3304
904663,8.635,8.632,8.856,8.733,8.856,8.733,0.575,57.64,0.5764,3.950,0.000,57.64,57.64,0.00,0,0,-2.91357,57.64,57.64,0.00,0,0,57.04,0.00,0.60,0.60,1,57.59,57.01,0.59,8.653,8.752,2.941,-0.017,0.063,57.64,58,-0.1748
904790,8.708,8.690,8.884,8.781,8.884,8.781,0.513,57.95,0.5795,3.938,0.000,57.95,57.95,0.00,0,0,-2.92211,57.95,57.95,0.00,0,0,57.53,0.00,0.43,0.43,1,57.64,57.11,0.53,8.709,8.799,2.985,0.000,0.051,57.95,58,0.3901
904912,8.777,8.765,8.932,8.836,8.932,8.836,0.379,58.21,0.5821,3.914,0.000,58.21,58.21,0.00,0,0,-2.93099,58.21,58.21,0.00,0,0,57.96,0.00,0.25,0.25,1,56.65,56.25,0.40,8.781,8.859,2.991,-0.004,0.051,58.21,59,-0.3235
905038,8.798,8.794,8.932,8.868,8.932,8.868,0.323,58.59,0.5859,3.900,0.000,58.59,58.59,0.00,0,0,-2.93745,58.59,58.59,0.00,0,0,58.43,0.00,0.16,0.16,1,56.72,56.31,0.42,8.809,8.882,3.025,-0.012,0.065,58.59,59,0.0238
905161,8.810,8.806,8.967,8.898,8.967,8.898,0.326,59.18,0.5918,3.896,0.000,59.18,59.18,0.00,0,0,-2.94532,59.18,59.18,0.00,0,0,59.08,0.00,0.10,0.10,1,57.88,57.36,0.52,8.821,8.892,3.107,-0.010,0.063,59.18,59,0.0201
905288,8.839,8.829,8.980,8.924,8.980,8.924,0.278,59.61,0.5961,3.897,0.000,59.61,59.61,0.00,0,0,-2.95400,59.61,59.61,0.00,0,0,59.55,0.00,0.06,0.06,1,58.41,57.86,0.55,8.842,8.907,3.194,-0.003,0.064,59.61,59,0.4980
905406,8.910,8.894,8.990,8.947,8.990,8.947,0.221,59.38,0.5938,3.887,0.000,59.38,59.38,0.00,0,0,-2.95956,59.38,59.38,0.00,0,0,59.34,0.00,0.04,0.04,1,57.62,57.32,0.29,8.905,8.959,3.201,0.006,0.048,59.38,60,-0.3099
905534,8.897,8.896,9.000,8.964,9.000,8.964,0.177,59.84,0.5984,3.881,0.000,59.84,59.84,0.00,0,0,-2.96533,59.84,59.84,0.00,0,0,59.82,0.00,0.02,0.02,1,57.94,57.56,0.38,8.906,8.957,3.248,-0.009,0.062,59.84,60,-0.2141
905658,8.918,8.902,9.000,8.976,9.000,8.976,0.120,60.18,0.6018,3.884,0.000,60.18,60.18,0.00,0,0,-2.97265,60.18,60.18,0.00,0,0,60.16,0.00,0.01,0.01,1,58.29,57.88,0.42,8.911,8.955,3.338,0.007,0.066,60.18,60,0.3143
905785,8.935,8.933,8.667,8.919,8.667,8.919,-1.118,58.52,0.5852,3.866,0.000,58.52,58.52,0.00,0,0,-2.97470,58.52,58.52,0.00,0,0,58.51,0.00,0.01,0.01,1,44.50,44.72,-0.22,8.922,8.870,3.359,0.009,2.470,58.52,58,0.2206
905911,8.856,8.881,8.554,8.821,8.554,8.821,-1.044,56.91,0.5691,3.826,0.000,56.91,56.91,0.00,0,0,-2.96995,56.91,56.91,0.00,0,0,56.91,0.00,0.00,0.00,1,44.29,44.77,-0.48,8.870,8.812,3.425,-0.015,2.082,56.91,57,0.2531
906038,8.761,8.787,8.499,8.726,8.499,8.726,-1.064,55.93,0.5593,3.794,0.000,55.93,55.93,0.00,0,0,-2.96449,55.93,55.93,0.00,0,0,55.93,0.00,0.00,0.00,1,44.61,45.08,-0.47,8.772,8.703,3.613,-0.016,1.692,55.93,56,-0.0023
906161,8.673,8.694,8.442,8.642,8.442,8.642,-0.932,55.23,0.5523,3.774,0.000,55.23,55.23,0.00,0,0,-2.96020,55.23,55.23,0.00,0,0,55.22,0.00,0.00,0.00,1,46.95,47.34,-0.39,8.679,8.605,3.857,-0.010,0.916,55.23,56,-0.3772
906290,8.569,8.599,8.386,8.562,8.386,8.562,-0.872,54.66,0.5466,3.762,0.000,54.66,54.66,0.00,0,0,-2.95673,54.66,54.66,0.00,0,0,54.65,0.00,0.00,0.00,1,48.60,48.88,-0.28,8.582,8.502,4.093,-0.015,0.490,54.66,54,0.2681
906412,8.489,8.518,8.276,8.484,8.276,8.484,-0.777,53.98,0.5398,3.754,0.000,53.98,53.98,0.00,0,0,-2.95337,53.98,53.98,0.00,0,0,53.98,0.00,0.00,0.00,1,50.13,50.37,-0.24,8.500,8.416,4.287,-0.013,0.206,53.98,54,-0.2800
906539,8.387,8.413,8.221,8.409,8.221,8.409,-0.867,53.71,0.5371,3.759,0.000,53.71,53.71,0.00,0,0,-2.95249,53.71,53.71,0.00,0,0,53.71,0.00,0.00,0.00,1,50.36,50.42,-0.06,8.393,8.296,4.485,-0.010,0.143,53.71,53,0.2553
906665,8.293,8.307,8.167,8.323,8.167,8.323,-0.712,53.29,0.5329,3.778,0.000,53.29,53.29,0.00,0,0,-2.95462,53.29,53.29,0.00,0,0,53.29,0.00,0.00,0.00,1,52.69,52.60,0.09,8.287,8.193,4.699,0.002,0.005,53.29,53,0.4553
906797,8.203,8.221,8.059,8.245,8.059,8.245,-0.649,52.82,0.5282,3.797,0.000,52.82,52.82,0.00,0,0,-2.95754,52.82,52.82,0.00,0,0,52.82,0.00,0.00,0.00,1,53.34,53.20,0.14,8.202,8.108,4.797,-0.001,0.007,52.82,53,-0.3622
906919,8.137,8.158,8.005,8.183,8.005,8.183,-0.626,52.39,0.5239,3.808,0.000,52.39,52.39,0.00,0,0,-2.95946,52.39,52.39,0.00,0,0,52.39,0.00,0.00,0.00,1,53.23,53.08,0.15,8.139,8.045,4.824,-0.002,0.014,52.39,52,0.1034
907046,8.052,8.078,7.952,8.119,7.952,8.119,-0.759,52.14,0.5214,3.823,0.000,52.14,52.14,0.00,0,0,-2.96252,52.14,52.14,0.00,0,0,52.14,0.00,0.00,0.00,1,52.01,51.78,0.23,8.057,7.955,4.862,-0.008,0.008,52.14,52,-0.2629
907169,7.939,7.979,7.899,8.056,7.899,8.056,-0.719,52.20,0.5220,3.846,0.000,52.20,52.20,0.00,0,0,-2.96779,52.20,52.20,0.00,0,0,52.20,0.00,0.00,0.00,1,52.79,52.33,0.46,7.959,7.863,4.929,-0.024,0.042,52.20,52,0.0340
907303,7.894,7.909,7.794,7.992,7.794,7.992,-0.714,51.91,0.5191,3.875,0.000,51.91,51.91,0.00,0,0,-2.97539,51.91,51.91,0.00,0,0,51.91,0.00,0.00,0.00,1,52.90,52.41,0.49,7.889,7.790,5.003,0.004,0.059,51.91,52,0.1894
